year,plot,species,comp
1997,17c,Centaurea nigra,4.67
1997,17c,Achillea millefolium,3.36
1997,17c,Dactylis glomerata,2.55
1997,17c,Alopecurus pratensis,1.99
1997,17c,Anthoxanthum odoratum,1.81
1997,17c,Conopodium majus,1.43
1997,17c,Briza media,0.56
1997,17c,Carex caryophyllea,0.37
1997,17c,Taraxacum officinale,0.37
1997,17c,Poa pratensis,0.25
1997,17c,Plantago lanceolata,0.25
1997,17c,Ranunculus acris,0.25
1997,17c,Luzula campestris,0.12
1997,17c,Holcus lanatus,0.06
1997,17c,Leontodon autumnalis,0.06
1997,17c,Rumex acetosa,0.06
1998,17c,Agrostis capillaris,36.61
1998,17c,Leontodon hispidus,21.03
1998,17c,Festuca rubra,15.4
1998,17c,Anthoxanthum odoratum,5.78
1998,17c,Dactylis glomerata,4.95
1998,17c,Centaurea nigra,4.73
1998,17c,Achillea millefolium,4
1998,17c,Carex caryophyllea,1.38
1998,17c,Plantago lanceolata,1.38
1998,17c,Helictotrichon pubescens,1.24
1998,17c,Conopodium majus,0.86
1998,17c,Taraxacum officinale,0.52
1998,17c,Heracleum sphondylium,0.5
1998,17c,Ranunculus acris,0.45
1998,17c,Alopecurus pratensis,0.4
1998,17c,Rumex acetosa,0.32
1998,17c,Holcus lanatus,0.22
1998,17c,Festuca pratensis,0.14
1998,17c,Luzula campestris,0.05
1998,17c,Poa pratensis,0.03
1999,17c,Agrostis capillaris,28.73
1999,17c,Leontodon hispidus,21.54
1999,17c,Festuca rubra,18.61
1999,17c,Alopecurus pratensis,7.34
1999,17c,Anthoxanthum odoratum,4.57
1999,17c,Carex caryophyllea,3.17
1999,17c,Helictotrichon pubescens,2.46
1999,17c,Dactylis glomerata,1.97
1999,17c,Centaurea nigra,1.9
1999,17c,Luzula campestris,1.88
1999,17c,Achillea millefolium,1.32
1999,17c,Holcus lanatus,1.13
1999,17c,Lolium perenne,1.05
1999,17c,Plantago lanceolata,0.95
1999,17c,Rumex acetosa,0.94
1999,17c,Taraxacum officinale,0.62
1999,17c,Conopodium majus,0.58
1999,17c,Ranunculus acris,0.56
1999,17c,Briza media,0.48
1999,17c,Poa pratensis,0.2
1999,17c,Pimpinella saxifraga,0.01
2000,17c,Agrostis capillaris,26.79
2000,17c,Leontodon hispidus,25.41
2000,17c,Festuca rubra,16.68
2000,17c,Anthoxanthum odoratum,7
2000,17c,Plantago lanceolata,5.68
2000,17c,Centaurea nigra,5.47
2000,17c,Achillea millefolium,2.04
2000,17c,Ranunculus acris,1.63
2000,17c,Holcus lanatus,1.4
2000,17c,Dactylis glomerata,1.22
2000,17c,Luzula campestris,1.22
2000,17c,Heracleum sphondylium,1.21
2000,17c,Carex caryophyllea,1.16
2000,17c,Taraxacum officinale,0.85
2000,17c,Rumex acetosa,0.8
2000,17c,Leontodon autumnalis,0.52
2000,17c,Lolium perenne,0.4
2000,17c,Briza media,0.34
2000,17c,Helictotrichon pubescens,0.14
2000,17c,Pimpinella saxifraga,0.04
1975,17d,Lathyrus pratensis,0.1
1975,17d,Trifolium pratense,0.1
1975,17d,Ajuga reptans,0.1
1975,17d,Carex caryophyllea,0.1
1975,17d,Cerastium fontanum,0.1
1975,17d,Heracleum sphondylium,0.1
1975,17d,Briza media,0.2
1975,17d,Poa trivialis,0.2
1975,17d,Arrhenatherum elatius,0.3
1975,17d,Festuca pratensis,0.3
1975,17d,Luzula campestris,0.3
1975,17d,Helictotrichon pubescens,0.4
1975,17d,Achillea millefolium,0.4
1975,17d,Rumex acetosa,0.9
1975,17d,Taraxacum officinale,0.9
1975,17d,Centaurea nigra,1.5
1975,17d,Lolium perenne,2
1975,17d,Holcus lanatus,2.7
1975,17d,Ranunculus acris,3.7
1975,17d,Leontodon hispidus,4.4
1975,17d,Dactylis glomerata,5
1975,17d,Agrostis capillaris,6.1
1975,17d,Festuca rubra,7.8
1975,17d,Anthoxanthum odoratum,14.2
1975,17d,Plantago lanceolata,23.9
1975,17d,Alopecurus pratensis,24.4
1991,17d,Plantago lanceolata,19.96
1991,17d,Festuca rubra,14.36
1991,17d,Lolium perenne,13.89
1991,17d,Agrostis capillaris,13.69
1991,17d,Centaurea nigra,11.94
1991,17d,Dactylis glomerata,6.17
1991,17d,Alopecurus pratensis,3.22
1991,17d,Carex caryophyllea,3.05
1991,17d,Leontodon hispidus,2.65
1991,17d,Helictotrichon pubescens,2.2
1991,17d,Anthoxanthum odoratum,1.75
1991,17d,Holcus lanatus,1.46
1991,17d,Achillea millefolium,1.19
1991,17d,Trisetum flavescens,1.02
1991,17d,Ranunculus acris,0.95
1991,17d,Festuca pratensis,0.72
1991,17d,Taraxacum officinale,0.44
1991,17d,Conopodium majus,0.38
1991,17d,Ajuga reptans,0.32
1991,17d,Crepis capillaris,0.21
1991,17d,Poa pratensis,0.2
1991,17d,Briza media,0.14
1991,17d,Luzula campestris,0.09
1992,17d,Plantago lanceolata,23.03
1992,17d,Agrostis capillaris,19.78
1992,17d,Festuca rubra,14.94
1992,17d,Dactylis glomerata,11.73
1992,17d,Centaurea nigra,7.97
1992,17d,Leontodon hispidus,6.85
1992,17d,Ranunculus acris,4.45
1992,17d,Holcus lanatus,3.44
1992,17d,Anthoxanthum odoratum,1.66
1992,17d,Taraxacum officinale,1.43
1992,17d,Helictotrichon pubescens,1.32
1992,17d,Alopecurus pratensis,1.2
1992,17d,Carex caryophyllea,0.5
1992,17d,Carex flacca,0.35
1992,17d,Cerastium fontanum,0.35
1992,17d,Achillea millefolium,0.23
1992,17d,Ajuga reptans,0.19
1992,17d,Heracleum sphondylium,0.19
1992,17d,Lolium perenne,0.12
1992,17d,Conopodium majus,0.08
1992,17d,Crepis capillaris,0.08
1992,17d,Poa trivialis,0.04
1992,17d,Luzula campestris,0.04
1992,17d,Rumex acetosa,0.04
1993,17d,Agrostis capillaris,34.37
1993,17d,Plantago lanceolata,12.8
1993,17d,Leontodon hispidus,9.59
1993,17d,Dactylis glomerata,5.93
1993,17d,Holcus lanatus,5.81
1993,17d,Anthoxanthum odoratum,5.51
1993,17d,Festuca rubra,5.18
1993,17d,Ranunculus acris,4.5
1993,17d,Centaurea nigra,4.14
1993,17d,Lolium perenne,3.24
1993,17d,Heracleum sphondylium,1.44
1993,17d,Taraxacum officinale,1.08
1993,17d,Arrhenatherum elatius,0.99
1993,17d,Helictotrichon pubescens,0.93
1993,17d,Alopecurus pratensis,0.81
1993,17d,Rumex acetosa,0.66
1993,17d,Trisetum flavescens,0.57
1993,17d,Achillea millefolium,0.57
1993,17d,Carex flacca,0.51
1993,17d,Cerastium fontanum,0.48
1993,17d,Ajuga reptans,0.33
1993,17d,Poa trivialis,0.27
1993,17d,Briza media,0.06
1993,17d,Crepis capillaris,0.06
1993,17d,Pimpinella saxifraga,0.06
1993,17d,Poa pratensis,0.03
1993,17d,Trifolium pratense,0.03
1993,17d,Luzula campestris,0.03
1993,17d,Ophioglossum vulgatum,0.03
1994,17d,Agrostis capillaris,16.68
1994,17d,Dactylis glomerata,13.93
1994,17d,Centaurea nigra,13.59
1994,17d,Anthoxanthum odoratum,12.26
1994,17d,Rumex acetosa,11.84
1994,17d,Ranunculus acris,10.18
1994,17d,Plantago lanceolata,7.84
1994,17d,Holcus lanatus,3.67
1994,17d,Heracleum sphondylium,2.17
1994,17d,Leontodon hispidus,1.75
1994,17d,Festuca rubra,1.42
1994,17d,Cerastium fontanum,1.33
1994,17d,Lolium perenne,0.75
1994,17d,Taraxacum officinale,0.75
1994,17d,Alopecurus pratensis,0.5
1994,17d,Achillea millefolium,0.5
1994,17d,Helictotrichon pubescens,0.42
1994,17d,Conopodium majus,0.25
1994,17d,Poa trivialis,0.17
1995,17d,Centaurea nigra,32
1995,17d,Agrostis capillaris,22.56
1995,17d,Leontodon hispidus,16.45
1995,17d,Alopecurus pratensis,8.11
1995,17d,Plantago lanceolata,3.37
1995,17d,Anthoxanthum odoratum,3.01
1995,17d,Dactylis glomerata,2.92
1995,17d,Festuca rubra,2.55
1995,17d,Poa pratensis,2.37
1995,17d,Holcus lanatus,1.82
1995,17d,Lolium perenne,1.5
1995,17d,Heracleum sphondylium,1.19
1995,17d,Ranunculus acris,0.5
1995,17d,Festuca pratensis,0.41
1995,17d,Pimpinella saxifraga,0.27
1995,17d,Helictotrichon pubescens,0.18
1995,17d,Ajuga reptans,0.14
1995,17d,Conopodium majus,0.14
1995,17d,Achillea millefolium,0.09
1995,17d,Carex flacca,0.09
1995,17d,Luzula campestris,0.09
1995,17d,Potentilla reptans,0.09
1995,17d,Anthriscus sylvestris,0.05
1995,17d,Carex caryophyllea,0.05
1995,17d,Rumex acetosa,0.05
1996,17d,Agrostis capillaris,36.63
1996,17d,Centaurea nigra,14.24
1996,17d,Festuca rubra,9.55
1996,17d,Dactylis glomerata,6.87
1996,17d,Anthoxanthum odoratum,6.03
1996,17d,Leontodon hispidus,4.86
1996,17d,Helictotrichon pubescens,4.75
1996,17d,Holcus lanatus,3.85
1996,17d,Alopecurus pratensis,1.79
1996,17d,Ranunculus acris,1.73
1996,17d,Leontodon autumnalis,1.62
1996,17d,Plantago lanceolata,1.34
1996,17d,Luzula campestris,1.12
1996,17d,Lolium perenne,1.06
1996,17d,Achillea millefolium,1.06
1996,17d,Cerastium fontanum,0.84
1996,17d,Fritillaria meleagris,0.67
1996,17d,Trisetum flavescens,0.5
1996,17d,Conopodium majus,0.45
1996,17d,Briza media,0.34
1996,17d,Carex caryophyllea,0.34
1996,17d,Heracleum sphondylium,0.28
1996,17d,Carex flacca,0.06
1996,17d,Rumex acetosa,0.06
1997,17d,Agrostis capillaris,42.45
1997,17d,Festuca rubra,14.73
1997,17d,Leontodon hispidus,10.33
1997,17d,Dactylis glomerata,9.65
1997,17d,Centaurea nigra,7.18
1997,17d,Arrhenatherum elatius,4.76
1997,17d,Helictotrichon pubescens,1.67
1997,17d,Briza media,1.61
1997,17d,Poa pratensis,1.61
1997,17d,Achillea millefolium,1.49
1997,17d,Holcus lanatus,0.99
1997,17d,Anthoxanthum odoratum,0.74
1997,17d,Lolium perenne,0.62
1997,17d,Conopodium majus,0.5
1997,17d,Carex caryophyllea,0.37
1997,17d,Heracleum sphondylium,0.37
1997,17d,Ranunculus acris,0.37
1997,17d,Alopecurus pratensis,0.31
1997,17d,Luzula campestris,0.19
1997,17d,Rumex acetosa,0.06
1998,17d,Agrostis capillaris,34.96
1998,17d,Leontodon hispidus,19.29
1998,17d,Festuca rubra,14.29
1998,17d,Alopecurus pratensis,8.09
1998,17d,Dactylis glomerata,6.88
1998,17d,Helictotrichon pubescens,3.07
1998,17d,Achillea millefolium,2.94
1998,17d,Anthoxanthum odoratum,2.91
1998,17d,Ranunculus acris,2.29
1998,17d,Holcus lanatus,2.02
1998,17d,Centaurea nigra,1.62
1998,17d,Luzula campestris,0.48
1998,17d,Lolium perenne,0.28
1998,17d,Briza media,0.24
1998,17d,Conopodium majus,0.22
1998,17d,Taraxacum officinale,0.12
1998,17d,Heracleum sphondylium,0.11
1998,17d,Carex caryophyllea,0.1
1998,17d,Plantago lanceolata,0.1
1998,17d,Trifolium pratense,0.01
1999,17d,Festuca rubra,31.44
1999,17d,Leontodon hispidus,13.41
1999,17d,Agrostis capillaris,10.48
1999,17d,Holcus lanatus,5.93
1999,17d,Anthoxanthum odoratum,5.38
1999,17d,Ranunculus acris,5.38
1999,17d,Alopecurus pratensis,5.22
1999,17d,Centaurea nigra,4.93
1999,17d,Achillea millefolium,2.51
1999,17d,Lolium perenne,2.3
1999,17d,Dactylis glomerata,2.14
1999,17d,Helictotrichon pubescens,2.14
1999,17d,Arrhenatherum elatius,2.09
1999,17d,Taraxacum officinale,1.5
1999,17d,Briza media,1.01
1999,17d,Carex caryophyllea,0.77
1999,17d,Plantago lanceolata,0.73
1999,17d,Luzula campestris,0.55
1999,17d,Ajuga reptans,0.48
1999,17d,Heracleum sphondylium,0.38
1999,17d,Conopodium majus,0.31
1999,17d,Poa pratensis,0.29
1999,17d,Pimpinella saxifraga,0.29
1999,17d,Carex flacca,0.14
1999,17d,Fritillaria meleagris,0.12
1999,17d,Rumex acetosa,0.03
2000,17d,Agrostis capillaris,29.98
2000,17d,Festuca rubra,16.86
2000,17d,Centaurea nigra,9.86
2000,17d,Anthoxanthum odoratum,6.79
2000,17d,Lolium perenne,4.59
2000,17d,Ranunculus acris,3.84
2000,17d,Holcus lanatus,3.32
2000,17d,Dactylis glomerata,2.66
2000,17d,Leontodon hispidus,2.66
2000,17d,Achillea millefolium,2.59
2000,17d,Heracleum sphondylium,2.53
2000,17d,Alopecurus pratensis,2.37
2000,17d,Luzula campestris,1.91
2000,17d,Taraxacum officinale,1.89
2000,17d,Plantago lanceolata,1.51
2000,17d,Rumex acetosa,1.43
2000,17d,Helictotrichon pubescens,1.26
2000,17d,Potentilla reptans,1.1
2000,17d,Briza media,1.05
2000,17d,Arrhenatherum elatius,0.56
2000,17d,Carex caryophyllea,0.37
2000,17d,Festuca pratensis,0.28
2000,17d,Trisetum flavescens,0.18
2000,17d,Leontodon autumnalis,0.13
2000,17d,Cerastium fontanum,0.12
2000,17d,Conopodium majus,0.12
2000,17d,Pimpinella saxifraga,0.05
1991,18a,Festuca rubra,23.1
1991,18a,Arrhenatherum elatius,18.54
1991,18a,Agrostis capillaris,14.29
1991,18a,Centaurea nigra,9.83
1991,18a,Plantago lanceolata,9.56
1991,18a,Heracleum sphondylium,6.98
1991,18a,Dactylis glomerata,5.62
1991,18a,Leontodon hispidus,5.59
1991,18a,Crepis capillaris,2.81
1991,18a,Taraxacum officinale,1.26
1991,18a,Lolium perenne,1.11
1991,18a,Pimpinella saxifraga,0.59
1991,18a,Agrimonia eupatoria,0.53
1991,18a,Holcus lanatus,0.1
1991,18a,Poa pratensis,0.04
1991,18a,Lotus corniculatus,0.04
1992,18a,Arrhenatherum elatius,30.89
1992,18a,Festuca rubra,12.68
1992,18a,Plantago lanceolata,12.1
1992,18a,Agrostis capillaris,10.95
1992,18a,Taraxacum officinale,6.28
1992,18a,Centaurea nigra,6.17
1992,18a,Tragopogon pratensis,5.42
1992,18a,Dactylis glomerata,4.84
1992,18a,Leontodon hispidus,3.29
1992,18a,Alopecurus pratensis,1.84
1992,18a,Crepis capillaris,1.67
1992,18a,Lolium perenne,1.38
1992,18a,Anthoxanthum odoratum,0.75
1992,18a,Heracleum sphondylium,0.75
1992,18a,Poa pratensis,0.69
1992,18a,Trifolium pratense,0.12
1992,18a,Conopodium majus,0.12
1992,18a,Rumex acetosa,0.06
1993,18a,Plantago lanceolata,18.19
1993,18a,Dactylis glomerata,16.87
1993,18a,Tragopogon pratensis,16.56
1993,18a,Agrostis capillaris,13.38
1993,18a,Festuca rubra,7.95
1993,18a,Lolium perenne,7.49
1993,18a,Arrhenatherum elatius,6.27
1993,18a,Leontodon hispidus,4.64
1993,18a,Anthoxanthum odoratum,2.16
1993,18a,Centaurea nigra,2.06
1993,18a,Briza media,1.36
1993,18a,Alopecurus pratensis,0.91
1993,18a,Poa pratensis,0.8
1993,18a,Taraxacum officinale,0.45
1993,18a,Rumex acetosa,0.31
1993,18a,Poa trivialis,0.21
1993,18a,Pimpinella saxifraga,0.17
1993,18a,Crepis capillaris,0.1
1993,18a,Stachys officinalis,0.07
1993,18a,Heracleum sphondylium,0.03
1994,18a,Dactylis glomerata,32.97
1994,18a,Centaurea nigra,17.3
1994,18a,Plantago lanceolata,14.58
1994,18a,Tragopogon pratensis,6.81
1994,18a,Agrostis capillaris,6.58
1994,18a,Lolium perenne,5.99
1994,18a,Heracleum sphondylium,3.91
1994,18a,Anthoxanthum odoratum,2.95
1994,18a,Leontodon hispidus,2.72
1994,18a,Arrhenatherum elatius,2.54
1994,18a,Festuca rubra,1.41
1994,18a,Taraxacum officinale,0.77
1994,18a,Alopecurus pratensis,0.45
1994,18a,Helictotrichon pubescens,0.45
1994,18a,Holcus lanatus,0.41
1994,18a,Cerastium fontanum,0.09
1994,18a,Poa pratensis,0.05
1995,18a,Leontodon hispidus,43.84
1995,18a,Plantago lanceolata,11.96
1995,18a,Heracleum sphondylium,10.21
1995,18a,Agrostis capillaris,10
1995,18a,Centaurea nigra,8.54
1995,18a,Dactylis glomerata,5
1995,18a,Taraxacum officinale,3.54
1995,18a,Alopecurus pratensis,1.95
1995,18a,Lolium perenne,1.59
1995,18a,Festuca rubra,1.18
1995,18a,Anthoxanthum odoratum,0.65
1995,18a,Tragopogon pratensis,0.53
1995,18a,Helictotrichon pubescens,0.37
1995,18a,Holcus lanatus,0.2
1995,18a,Poa pratensis,0.2
1995,18a,Pimpinella saxifraga,0.08
1995,18a,Arrhenatherum elatius,0.04
1995,18a,Trifolium pratense,0.04
1995,18a,Ajuga reptans,0.04
1995,18a,Rumex acetosa,0.04
1996,18a,Festuca rubra,23.62
1996,18a,Agrostis capillaris,15.79
1996,18a,Achillea millefolium,15.79
1996,18a,Lolium perenne,14.45
1996,18a,Dactylis glomerata,11.37
1996,18a,Centaurea nigra,2.83
1996,18a,Tragopogon pratensis,2.71
1996,18a,Leontodon hispidus,2.67
1996,18a,Leontodon autumnalis,2.54
1996,18a,Taraxacum officinale,2.17
1996,18a,Poa pratensis,1.33
1996,18a,Plantago lanceolata,1.12
1996,18a,Arrhenatherum elatius,1.04
1996,18a,Holcus lanatus,0.58
1996,18a,Pimpinella saxifraga,0.58
1996,18a,Alopecurus pratensis,0.46
1996,18a,Anthoxanthum odoratum,0.25
1996,18a,Lotus corniculatus,0.21
1996,18a,Crepis capillaris,0.12
1996,18a,Helictotrichon pubescens,0.08
1996,18a,Cerastium fontanum,0.08
1996,18a,Conopodium majus,0.08
1996,18a,Trisetum flavescens,0.04
1996,18a,Carex flacca,0.04
1996,18a,Rumex acetosa,0.04
1997,18a,Centaurea nigra,24.92
1997,18a,Festuca rubra,23.65
1997,18a,Dactylis glomerata,14.81
1997,18a,Agrostis capillaris,9.73
1997,18a,Leontodon hispidus,7.9
1997,18a,Tragopogon pratensis,7.57
1997,18a,Leontodon autumnalis,3.81
1997,18a,Taraxacum officinale,3.53
1997,18a,Briza media,2.54
1997,18a,Heracleum sphondylium,0.94
1997,18a,Lolium perenne,0.14
1997,18a,Cerastium fontanum,0.14
1997,18a,Alopecurus pratensis,0.09
1997,18a,Trisetum flavescens,0.09
1997,18a,Poa pratensis,0.05
1997,18a,Conopodium majus,0.05
1997,18a,Plantago lanceolata,0.05
1998,18a,Festuca rubra,25.03
1998,18a,Agrostis capillaris,22.16
1998,18a,Centaurea nigra,15.06
1998,18a,Leontodon hispidus,12.7
1998,18a,Leontodon autumnalis,9.79
1998,18a,Dactylis glomerata,5.66
1998,18a,Heracleum sphondylium,3.32
1998,18a,Lolium perenne,2.35
1998,18a,Tragopogon pratensis,1.24
1998,18a,Achillea millefolium,0.85
1998,18a,Taraxacum officinale,0.68
1998,18a,Anthoxanthum odoratum,0.57
1998,18a,Plantago lanceolata,0.51
1998,18a,Conopodium majus,0.07
1999,18a,Agrostis capillaris,22.55
1999,18a,Festuca rubra,17.03
1999,18a,Centaurea nigra,12.26
1999,18a,Leontodon hispidus,11.93
1999,18a,Leontodon autumnalis,8.62
1999,18a,Taraxacum officinale,7.52
1999,18a,Lolium perenne,5.61
1999,18a,Dactylis glomerata,4.08
1999,18a,Alopecurus pratensis,2.03
1999,18a,Plantago lanceolata,1.96
1999,18a,Heracleum sphondylium,1.91
1999,18a,Carex caryophyllea,1.2
1999,18a,Helictotrichon pubescens,1.05
1999,18a,Tragopogon pratensis,1
1999,18a,Anthoxanthum odoratum,0.69
1999,18a,Pimpinella saxifraga,0.27
1999,18a,Arrhenatherum elatius,0.14
1999,18a,Poa pratensis,0.07
1999,18a,Stachys officinalis,0.07
1999,18a,Poa trivialis,0.03
1999,18a,Cerastium fontanum,0.01
2000,18a,Agrostis capillaris,17.59
2000,18a,Leontodon hispidus,16.7
2000,18a,Centaurea nigra,13.18
2000,18a,Leontodon autumnalis,12.69
2000,18a,Lolium perenne,10.83
2000,18a,Festuca rubra,9.18
2000,18a,Taraxacum officinale,5.83
2000,18a,Plantago lanceolata,3.45
2000,18a,Dactylis glomerata,1.86
2000,18a,Tragopogon pratensis,1.65
2000,18a,Poa trivialis,1.63
2000,18a,Trifolium pratense,1.61
2000,18a,Poa pratensis,1.27
2000,18a,Alopecurus pratensis,1.01
2000,18a,Anthoxanthum odoratum,0.64
2000,18a,Holcus lanatus,0.62
2000,18a,Heracleum sphondylium,0.15
2000,18a,Cerastium fontanum,0.04
2000,18a,Conopodium majus,0.04
1991,18b,Agrostis capillaris,46.3
1991,18b,Festuca rubra,24.42
1991,18b,Centaurea nigra,6.66
1991,18b,Arrhenatherum elatius,3.78
1991,18b,Dactylis glomerata,3.65
1991,18b,Crepis capillaris,3.33
1991,18b,Plantago lanceolata,3.22
1991,18b,Taraxacum officinale,2.48
1991,18b,Leontodon hispidus,1.85
1991,18b,Agrimonia eupatoria,1.08
1991,18b,Achillea millefolium,1.01
1991,18b,Tragopogon pratensis,0.73
1991,18b,Anthoxanthum odoratum,0.5
1991,18b,Deschampsia caespitosa,0.38
1991,18b,Alopecurus pratensis,0.33
1991,18b,Lolium perenne,0.16
1991,18b,Hypochoeris radicata,0.09
1991,18b,Holcus lanatus,0.03
1992,18b,Agrostis capillaris,52.45
1992,18b,Festuca rubra,13.91
1992,18b,Centaurea nigra,6.93
1992,18b,Heracleum sphondylium,6.33
1992,18b,Anthoxanthum odoratum,5.68
1992,18b,Dactylis glomerata,5.31
1992,18b,Taraxacum officinale,3.1
1992,18b,Arrhenatherum elatius,2.5
1992,18b,Leontodon hispidus,1.2
1992,18b,Alopecurus pratensis,0.97
1992,18b,Plantago lanceolata,0.51
1992,18b,Tragopogon pratensis,0.46
1992,18b,Lolium perenne,0.32
1992,18b,Achillea millefolium,0.28
1992,18b,Conopodium majus,0.05
1993,18b,Agrostis capillaris,44.25
1993,18b,Tragopogon pratensis,14.59
1993,18b,Plantago lanceolata,10.3
1993,18b,Dactylis glomerata,6.31
1993,18b,Festuca rubra,5.24
1993,18b,Lolium perenne,5.18
1993,18b,Leontodon hispidus,4.82
1993,18b,Anthoxanthum odoratum,4.11
1993,18b,Arrhenatherum elatius,1.85
1993,18b,Crepis capillaris,0.77
1993,18b,Helictotrichon pubescens,0.71
1993,18b,Holcus lanatus,0.66
1993,18b,Poa trivialis,0.42
1993,18b,Achillea millefolium,0.3
1993,18b,Heracleum sphondylium,0.18
1993,18b,Pimpinella saxifraga,0.12
1993,18b,Stachys officinalis,0.12
1993,18b,Conopodium majus,0.06
1994,18b,Agrostis capillaris,28.72
1994,18b,Plantago lanceolata,20.72
1994,18b,Leontodon hispidus,13.62
1994,18b,Centaurea nigra,8.74
1994,18b,Dactylis glomerata,7.2
1994,18b,Festuca rubra,7.2
1994,18b,Heracleum sphondylium,5.39
1994,18b,Tragopogon pratensis,3.02
1994,18b,Taraxacum officinale,1.95
1994,18b,Anthoxanthum odoratum,1.44
1994,18b,Alopecurus pratensis,0.93
1994,18b,Lolium perenne,0.42
1994,18b,Holcus lanatus,0.37
1994,18b,Arrhenatherum elatius,0.28
1995,18b,Centaurea nigra,73.37
1995,18b,Agrostis capillaris,9.52
1995,18b,Leontodon hispidus,4.78
1995,18b,Festuca rubra,4.74
1995,18b,Alopecurus pratensis,3.05
1995,18b,Plantago lanceolata,1.29
1995,18b,Dactylis glomerata,1
1995,18b,Deschampsia caespitosa,1
1995,18b,Tragopogon pratensis,0.33
1995,18b,Anthoxanthum odoratum,0.27
1995,18b,Carex flacca,0.27
1995,18b,Arrhenatherum elatius,0.1
1995,18b,Poa pratensis,0.1
1995,18b,Holcus lanatus,0.07
1995,18b,Heracleum sphondylium,0.07
1995,18b,Crepis capillaris,0.03
1995,18b,Pimpinella saxifraga,0.03
1996,18b,Centaurea nigra,41.31
1996,18b,Festuca rubra,27.9
1996,18b,Agrostis capillaris,17.26
1996,18b,Dactylis glomerata,6.56
1996,18b,Tragopogon pratensis,2.55
1996,18b,Leontodon hispidus,1.47
1996,18b,Leontodon autumnalis,1.25
1996,18b,Alopecurus pratensis,0.74
1996,18b,Arrhenatherum elatius,0.4
